Borough,Demographic Category,Demographic Variable,Cohort Year,Cohort,Total Cohort #,Total Grads #,Total Grads % of cohort,Total Regents #,Total Regents % of cohort,Total Regents % of grads,Advanced Regents #,Advanced Regents % of cohort,Advanced Regents % of grads,Regents w/o Advanced #,Regents w/o Advanced % of cohort,Regents w/o Advanced % of grads,Local #,Local % of cohort,Local % of grads,Still Enrolled #,Still Enrolled % of cohort,Dropped Out #,Dropped Out % of cohort,SACC (IEP Diploma) #,SACC (IEP Diploma) % of cohort,TASC (GED) #,TASC (GED) % of cohort
Staten Island,All Students,All Students,"2,006",4 year June,"4,603",3346,72.7,2818,61.2,84.2,1192,25.9,35.6,1626,35.3,48.6,528,11.5,15.8,683,14.8,414,9,55,1.2,102,2.2
Staten Island,All Students,All Students,"2,005",4 year June,"4,460",3098,69.5,2467,55.3,79.6,1059,23.7,34.2,1408,31.6,45.4,631,14.1,20.4,758,17,362,8.1,80,1.8,162,3.6
Staten Island,All Students,All Students,"2,004",4 year June,"4,142",2788,67.3,2220,53.6,79.6,1029,24.8,36.9,1191,28.8,42.7,568,13.7,20.4,844,20.4,381,9.2,121,2.9,8,0.2
Staten Island,All Students,All Students,"2,003",4 year June,"4,218",2812,66.7,2169,51.4,77.1,883,20.9,31.4,1286,30.5,45.7,643,15.2,22.9,919,21.8,374,8.9,75,1.8,38,0.9
Staten Island,All Students,All Students,"2,002",4 year June,"4,134",2721,65.8,2040,49.3,75,861,20.8,31.6,1179,28.5,43.3,683,16.5,25.1,844,20.4,426,10.3,44,1.1,97,2.3
Staten Island,All Students,All Students,"2,001",4 year June,"3,872",2565,66.2,1901,49.1,74.1,876,22.6,34.2,1025,26.5,40,665,17.2,25.9,786,20.3,417,10.8,93,2.4,11,0.3
Staten Island,All Students,All Students,"2,013",5 year August,"4,624",3860,83.5,3456,74.7,89.5,1235,26.7,32,2221,48,57.5,404,8.7,10.5,216,4.7,401,8.7,70,1.5,76,1.6
Staten Island,All Students,All Students,"2,012",5 year August,"4,544",3774,83.1,3352,73.8,88.8,1151,25.3,30.5,2201,48.4,58.3,422,9.3,11.2,240,5.3,404,8.9,56,1.2,70,1.5
Staten Island,All Students,All Students,"2,011",5 year August,"4,478",3663,81.8,3255,72.7,88.9,1083,24.2,29.6,2172,48.5,59.3,408,9.1,11.1,231,5.2,463,10.3,57,1.3,61,1.4
Staten Island,All Students,All Students,"2,010",5 year August,"4,548",3755,82.6,3341,73.5,89,1057,23.2,28.1,2284,50.2,60.8,414,9.1,11,201,4.4,472,10.4,45,1,72,1.6
Staten Island,All Students,All Students,"2,009",5 year August,"4,526",3616,79.9,3300,72.9,91.3,1110,24.5,30.7,2190,48.4,60.6,316,7,8.7,250,5.5,532,11.8,37,0.8,86,1.9
Staten Island,All Students,All Students,"2,008",5 year August,"4,600",3611,78.5,3323,72.2,92,1085,23.6,30,2238,48.7,62,288,6.3,8,254,5.5,561,12.2,84,1.8,84,1.8
Staten Island,All Students,All Students,"2,007",5 year August,"4,476",3494,78.1,3003,67.1,85.9,1005,22.5,28.8,1998,44.6,57.2,491,11,14.1,208,4.6,597,13.3,73,1.6,98,2.2
Staten Island,All Students,All Students,"2,006",5 year August,"4,646",3578,77,2919,62.8,81.6,1195,25.7,33.4,1724,37.1,48.2,659,14.2,18.4,256,5.5,600,12.9,111,2.4,95,2
Staten Island,All Students,All Students,"2,013",5 year June,"4,624",3843,83.1,3449,74.6,89.7,1235,26.7,32.1,2214,47.9,57.6,394,8.5,10.3,233,5,401,8.7,70,1.5,76,1.6
Staten Island,All Students,All Students,"2,012",5 year June,"4,544",3765,82.9,3344,73.6,88.8,1151,25.3,30.6,2193,48.3,58.2,421,9.3,11.2,249,5.5,404,8.9,56,1.2,70,1.5
Staten Island,All Students,All Students,"2,011",5 year June,"4,478",3626,81,3236,72.3,89.2,1083,24.2,29.9,2153,48.1,59.4,390,8.7,10.8,268,6,463,10.3,57,1.3,61,1.4
Staten Island,All Students,All Students,"2,010",5 year June,"4,548",3737,82.2,3332,73.3,89.2,1057,23.2,28.3,2275,50,60.9,405,8.9,10.8,219,4.8,472,10.4,45,1,72,1.6
Staten Island,All Students,All Students,"2,009",5 year June,"4,526",3589,79.3,3285,72.6,91.5,1110,24.5,30.9,2175,48.1,60.6,304,6.7,8.5,276,6.1,533,11.8,37,0.8,86,1.9
Staten Island,All Students,All Students,"2,008",5 year June,"4,600",3593,78.1,3314,72,92.2,1085,23.6,30.2,2229,48.5,62,279,6.1,7.8,271,5.9,561,12.2,85,1.8,84,1.8
Staten Island,All Students,All Students,"2,007",5 year June,"4,476",3463,77.4,2987,66.7,86.3,1005,22.5,29,1982,44.3,57.2,476,10.6,13.7,228,5.1,608,13.6,73,1.6,98,2.2
Staten Island,All Students,All Students,"2,006",5 year June,"4,646",3561,76.6,2914,62.7,81.8,1195,25.7,33.6,1719,37,48.3,647,13.9,18.2,264,5.7,613,13.2,111,2.4,91,2
Staten Island,All Students,All Students,"2,005",5 year June,"4,517",3368,74.6,2573,57,76.4,1059,23.4,31.4,1514,33.5,45,795,17.6,23.6,283,6.3,583,12.9,120,2.7,157,3.5
Staten Island,All Students,All Students,"2,004",5 year June,"4,273",3140,73.5,2338,54.7,74.5,1034,24.2,32.9,1304,30.5,41.5,802,18.8,25.5,228,5.3,573,13.4,120,2.8,212,5
Staten Island,All Students,All Students,"2,003",5 year June,"4,218",3077,72.9,2264,53.7,73.6,890,21.1,28.9,1374,32.6,44.7,813,19.3,26.4,350,8.3,610,14.5,136,3.2,44,1
Staten Island,All Students,All Students,"2,002",5 year June,"4,134",2987,72.3,2142,51.8,71.7,865,20.9,29,1277,30.9,42.8,864,20.9,28.9,383,9.3,580,14,83,2,99,2.4
Staten Island,All Students,All Students,"2,001",5 year June,"3,872",2837,73.3,1977,51.1,69.7,883,22.8,31.1,1094,28.3,38.6,867,22.4,30.6,228,5.9,661,17.1,134,3.5,11,0.3
Staten Island,All Students,All Students,"2,012",6 year June,"4,540",3824,84.2,3372,74.3,88.2,1151,25.4,30.1,2221,48.9,58.1,452,10,11.8,141,3.1,427,9.4,66,1.5,82,1.8
Staten Island,All Students,All Students,"2,011",6 year June,"4,487",3711,82.7,3276,73,88.3,1083,24.1,29.2,2193,48.9,59.1,435,9.7,11.7,149,3.3,486,10.8,65,1.4,73,1.6
Staten Island,All Students,All Students,"2,010",6 year June,"4,547",3807,83.7,3362,73.9,88.3,1057,23.2,27.8,2305,50.7,60.5,445,9.8,11.7,131,2.9,485,10.7,52,1.1,71,1.6
Staten Island,All Students,All Students,"2,009",6 year June,"4,521",3678,81.4,3325,73.5,90.4,1110,24.6,30.2,2215,49,60.2,353,7.8,9.6,144,3.2,554,12.3,54,1.2,89,2
Staten Island,All Students,All Students,"2,008",6 year June,"4,594",3667,79.8,3354,73,91.5,1085,23.6,29.6,2269,49.4,61.9,313,6.8,8.5,126,2.7,596,13,118,2.6,79,1.7
Staten Island,All Students,All Students,"2,007",6 year June,"4,473",3558,79.5,3030,67.7,85.2,1005,22.5,28.2,2025,45.3,56.9,528,11.8,14.8,83,1.9,645,14.4,82,1.8,99,2.2
Staten Island,All Students,All Students,"2,006",6 year June,"4,583",3629,79.2,2932,64,80.8,1193,26,32.9,1739,37.9,47.9,697,15.2,19.2,128,2.8,628,13.7,95,2.1,93,2
Staten Island,All Students,All Students,"2,005",6 year June,"4,512",3446,76.4,2597,57.6,75.4,1059,23.5,30.7,1538,34.1,44.6,849,18.8,24.6,163,3.6,627,13.9,122,2.7,150,3.3
Staten Island,All Students,All Students,"2,004",6 year June,"4,265",3213,75.3,2358,55.3,73.4,1034,24.2,32.2,1324,31,41.2,855,20,26.6,239,5.6,628,14.7,118,2.8,64,1.5
Staten Island,All Students,All Students,"2,003",6 year June,"4,249",3172,74.7,2281,53.7,71.9,890,20.9,28.1,1391,32.7,43.9,891,21,28.1,155,3.6,692,16.3,136,3.2,93,2.2
Staten Island,All Students,All Students,"2,002",6 year June,"4,134",3062,74.1,2160,52.2,70.5,865,20.9,28.2,1295,31.3,42.3,921,22.3,30.1,206,5,676,16.4,89,2.2,99,2.4
Staten Island,All Students,All Students,"2,001",6 year June,"3,872",2873,74.2,1987,51.3,69.2,883,22.8,30.7,1104,28.5,38.4,898,23.2,31.3,131,3.4,717,18.5,139,3.6,11,0.3
Staten Island,ELL Status,Current ELL,"2,014",4 year August,110,22,20,13,11.8,59.1,0,0,0,13,11.8,59.1,9,8.2,40.9,51,46.4,30,27.3,4,3.6,3,2.7
Staten Island,ELL Status,Current ELL,"2,013",4 year August,94,28,29.8,14,14.9,50,0,0,0,14,14.9,50,14,14.9,50,33,35.1,28,29.8,3,3.2,2,2.1
Staten Island,ELL Status,Current ELL,"2,012",4 year August,102,24,23.5,13,12.7,54.2,1,1,4.2,12,11.8,50,11,10.8,45.8,38,37.3,33,32.4,3,2.9,4,3.9
Staten Island,ELL Status,Current ELL,"2,011",4 year August,111,35,31.5,16,14.4,45.7,2,1.8,5.7,14,12.6,40,19,17.1,54.3,37,33.3,30,27,2,1.8,7,6.3
Staten Island,ELL Status,Current ELL,"2,014",4 year June,110,16,14.5,10,9.1,62.5,0,0,0,10,9.1,62.5,6,5.5,37.5,57,51.8,30,27.3,4,3.6,3,2.7
Staten Island,ELL Status,Current ELL,"2,013",4 year June,94,27,28.7,14,14.9,51.9,0,0,0,14,14.9,51.9,13,13.8,48.1,34,36.2,28,29.8,3,3.2,2,2.1
Staten Island,ELL Status,Current ELL,"2,012",4 year June,102,22,21.6,13,12.7,59.1,1,1,4.5,12,11.8,54.5,9,8.8,40.9,40,39.2,33,32.4,3,2.9,4,3.9
Staten Island,ELL Status,Current ELL,"2,011",4 year June,111,29,26.1,16,14.4,55.2,2,1.8,6.9,14,12.6,48.3,13,11.7,44.8,43,38.7,30,27,2,1.8,7,6.3
Staten Island,ELL Status,Current ELL,"2,013",5 year August,92,35,38,14,15.2,40,0,0,0,14,15.2,40,21,22.8,60,13,14.1,35,38,6,6.5,3,3.3
Staten Island,ELL Status,Current ELL,"2,012",5 year August,101,34,33.7,19,18.8,55.9,1,1,2.9,18,17.8,52.9,15,14.9,44.1,13,12.9,39,38.6,8,7.9,7,6.9
Staten Island,ELL Status,Current ELL,"2,013",5 year June,92,33,35.9,14,15.2,42.4,0,0,0,14,15.2,42.4,19,20.7,57.6,15,16.3,35,38,6,6.5,3,3.3
Staten Island,ELL Status,Current ELL,"2,012",5 year June,101,34,33.7,19,18.8,55.9,1,1,2.9,18,17.8,52.9,15,14.9,44.1,13,12.9,39,38.6,8,7.9,7,6.9
Staten Island,ELL Status,Current ELL,"2,012",6 year June,100,36,36,20,20,55.6,1,1,2.8,19,19,52.8,16,16,44.4,7,7,41,41,9,9,7,7
Staten Island,ELL Status,Current ELL,"2,011",6 year June,96,38,39.6,18,18.8,47.4,2,2.1,5.3,16,16.7,42.1,20,20.8,52.6,8,8.3,41,42.7,6,6.3,3,3.1
Staten Island,ELL Status,ELL,"2,014",4 year August,110,22,20,13,11.8,59.1,0,0,0,13,11.8,59.1,9,8.2,40.9,51,46.4,30,27.3,4,3.6,3,2.7
Staten Island,ELL Status,ELL,"2,013",4 year August,94,28,29.8,14,14.9,50,0,0,0,14,14.9,50,14,14.9,50,33,35.1,28,29.8,3,3.2,2,2.1
Staten Island,ELL Status,ELL,"2,012",4 year August,102,24,23.5,13,12.7,54.2,1,1,4.2,12,11.8,50,11,10.8,45.8,38,37.3,33,32.4,3,2.9,4,3.9
Staten Island,ELL Status,ELL,"2,011",4 year August,111,35,31.5,16,14.4,45.7,2,1.8,5.7,14,12.6,40,19,17.1,54.3,37,33.3,30,27,2,1.8,7,6.3
Staten Island,ELL Status,ELL,"2,010",4 year August,105,45,42.9,25,23.8,55.6,2,1.9,4.4,23,21.9,51.1,20,19,44.4,31,29.5,28,26.7,1,1,0,0
Staten Island,ELL Status,ELL,"2,009",4 year August,118,41,34.7,27,22.9,65.9,4,3.4,9.8,23,19.5,56.1,14,11.9,34.1,43,36.4,28,23.7,5,4.2,1,0.8
Staten Island,ELL Status,ELL,"2,008",4 year August,162,59,36.4,48,29.6,81.4,4,2.5,6.8,44,27.2,74.6,11,6.8,18.6,67,41.4,34,21,1,0.6,1,0.6
Staten Island,ELL Status,ELL,"2,007",4 year August,138,48,34.8,29,21,60.4,4,2.9,8.3,25,18.1,52.1,19,13.8,39.6,51,37,31,22.5,2,1.4,6,4.3
Staten Island,ELL Status,ELL,"2,006",4 year August,153,79,51.6,45,29.4,57,13,8.5,16.5,32,20.9,40.5,34,22.2,43,35,22.9,24,15.7,11,7.2,4,2.6
Staten Island,ELL Status,ELL,"2,005",4 year August,187,66,35.3,25,13.4,37.9,3,1.6,4.5,22,11.8,33.3,41,21.9,62.1,52,27.8,41,21.9,20,10.7,8,4.3
Staten Island,ELL Status,ELL,"2,014",4 year June,110,16,14.5,10,9.1,62.5,0,0,0,10,9.1,62.5,6,5.5,37.5,57,51.8,30,27.3,4,3.6,3,2.7
Staten Island,ELL Status,ELL,"2,013",4 year June,94,27,28.7,14,14.9,51.9,0,0,0,14,14.9,51.9,13,13.8,48.1,34,36.2,28,29.8,3,3.2,2,2.1
Staten Island,ELL Status,ELL,"2,012",4 year June,102,22,21.6,13,12.7,59.1,1,1,4.5,12,11.8,54.5,9,8.8,40.9,40,39.2,33,32.4,3,2.9,4,3.9
Staten Island,ELL Status,ELL,"2,011",4 year June,111,29,26.1,16,14.4,55.2,2,1.8,6.9,14,12.6,48.3,13,11.7,44.8,43,38.7,30,27,2,1.8,7,6.3
Staten Island,ELL Status,ELL,"2,010",4 year June,105,33,31.4,17,16.2,51.5,2,1.9,6.1,15,14.3,45.5,16,15.2,48.5,43,41,28,26.7,1,1,0,0
Staten Island,ELL Status,ELL,"2,009",4 year June,118,33,28,21,17.8,63.6,4,3.4,12.1,17,14.4,51.5,12,10.2,36.4,49,41.5,28,23.7,7,5.9,1,0.8
Staten Island,ELL Status,ELL,"2,008",4 year June,162,54,33.3,45,27.8,83.3,4,2.5,7.4,41,25.3,75.9,9,5.6,16.7,72,44.4,34,21,1,0.6,1,0.6
Staten Island,ELL Status,ELL,"2,007",4 year June,138,45,32.6,29,21,64.4,4,2.9,8.9,25,18.1,55.6,16,11.6,35.6,54,39.1,31,22.5,2,1.4,6,4.3
Staten Island,ELL Status,ELL,"2,006",4 year June,153,74,48.4,44,28.8,59.5,13,8.5,17.6,31,20.3,41.9,30,19.6,40.5,40,26.1,24,15.7,11,7.2,4,2.6
Staten Island,ELL Status,ELL,"2,005",4 year June,187,59,31.6,25,13.4,42.4,3,1.6,5.1,22,11.8,37.3,34,18.2,57.6,59,31.6,41,21.9,20,10.7,8,4.3
Staten Island,ELL Status,ELL,"2,004",4 year June,153,36,23.5,15,9.8,41.7,2,1.3,5.6,13,8.5,36.1,21,13.7,58.3,70,45.8,38,24.8,8,5.2,1,0.7
Staten Island,ELL Status,ELL,"2,003",4 year June,201,74,36.8,46,22.9,62.2,5,2.5,6.8,41,20.4,55.4,28,13.9,37.8,73,36.3,36,17.9,14,7,4,2
Staten Island,ELL Status,ELL,"2,002",4 year June,153,41,26.8,17,11.1,41.5,4,2.6,9.8,13,8.5,31.7,24,15.7,58.5,64,41.8,39,25.5,5,3.3,3,2
Staten Island,ELL Status,ELL,"2,001",4 year June,171,42,24.6,16,9.4,38.1,4,2.3,9.5,12,7,28.6,26,15.2,61.9,78,45.6,38,22.2,13,7.6,0,0
Staten Island,ELL Status,ELL,"2,013",5 year August,92,35,38,14,15.2,40,0,0,0,14,15.2,40,21,22.8,60,13,14.1,35,38,6,6.5,3,3.3
Staten Island,ELL Status,ELL,"2,012",5 year August,101,34,33.7,19,18.8,55.9,1,1,2.9,18,17.8,52.9,15,14.9,44.1,13,12.9,39,38.6,8,7.9,7,6.9
Staten Island,ELL Status,ELL,"2,011",5 year August,98,37,37.8,17,17.3,45.9,2,2,5.4,15,15.3,40.5,20,20.4,54.1,15,15.3,37,37.8,5,5.1,3,3.1
Staten Island,ELL Status,ELL,"2,010",5 year August,98,45,45.9,25,25.5,55.6,2,2,4.4,23,23.5,51.1,20,20.4,44.4,11,11.2,38,38.8,4,4.1,0,0
Staten Island,ELL Status,ELL,"2,009",5 year August,108,46,42.6,29,26.9,63,3,2.8,6.5,26,24.1,56.5,17,15.7,37,18,16.7,37,34.3,6,5.6,1,0.9
Staten Island,ELL Status,ELL,"2,008",5 year August,154,68,44.2,54,35.1,79.4,4,2.6,5.9,50,32.5,73.5,14,9.1,20.6,27,17.5,52,33.8,6,3.9,1,0.6
Staten Island,ELL Status,ELL,"2,007",5 year August,133,57,42.9,35,26.3,61.4,6,4.5,10.5,29,21.8,50.9,22,16.5,38.6,17,12.8,54,40.6,3,2.3,2,1.5
Staten Island,ELL Status,ELL,"2,006",5 year August,151,83,55,46,30.5,55.4,13,8.6,15.7,33,21.9,39.8,37,24.5,44.6,19,12.6,30,19.9,17,11.3,2,1.3
Staten Island,ELL Status,ELL,"2,013",5 year June,92,33,35.9,14,15.2,42.4,0,0,0,14,15.2,42.4,19,20.7,57.6,15,16.3,35,38,6,6.5,3,3.3
Staten Island,ELL Status,ELL,"2,012",5 year June,101,34,33.7,19,18.8,55.9,1,1,2.9,18,17.8,52.9,15,14.9,44.1,13,12.9,39,38.6,8,7.9,7,6.9
Staten Island,ELL Status,ELL,"2,011",5 year June,98,35,35.7,17,17.3,48.6,2,2,5.7,15,15.3,42.9,18,18.4,51.4,17,17.3,37,37.8,5,5.1,3,3.1
Staten Island,ELL Status,ELL,"2,010",5 year June,98,45,45.9,25,25.5,55.6,2,2,4.4,23,23.5,51.1,20,20.4,44.4,11,11.2,38,38.8,4,4.1,0,0
Staten Island,ELL Status,ELL,"2,009",5 year June,108,46,42.6,29,26.9,63,3,2.8,6.5,26,24.1,56.5,17,15.7,37,18,16.7,37,34.3,6,5.6,1,0.9
Staten Island,ELL Status,ELL,"2,008",5 year June,154,67,43.5,53,34.4,79.1,4,2.6,6,49,31.8,73.1,14,9.1,20.9,28,18.2,52,33.8,6,3.9,1,0.6
Staten Island,ELL Status,ELL,"2,007",5 year June,133,55,41.4,33,24.8,60,6,4.5,10.9,27,20.3,49.1,22,16.5,40,18,13.5,55,41.4,3,2.3,2,1.5
Staten Island,ELL Status,ELL,"2,006",5 year June,151,83,55,46,30.5,55.4,13,8.6,15.7,33,21.9,39.8,37,24.5,44.6,19,12.6,30,19.9,17,11.3,2,1.3
Staten Island,ELL Status,ELL,"2,005",5 year June,182,76,41.8,27,14.8,35.5,3,1.6,3.9,24,13.2,31.6,49,26.9,64.5,24,13.2,53,29.1,24,13.2,5,2.7
Staten Island,ELL Status,ELL,"2,004",5 year June,147,54,36.7,17,11.6,31.5,2,1.4,3.7,15,10.2,27.8,37,25.2,68.5,16,10.9,56,38.1,10,6.8,11,7.5
Staten Island,ELL Status,ELL,"2,003",5 year June,201,90,44.8,51,25.4,56.7,6,3,6.7,45,22.4,50,39,19.4,43.3,33,16.4,56,27.9,17,8.5,5,2.5
Staten Island,ELL Status,ELL,"2,002",5 year June,153,55,35.9,19,12.4,34.5,4,2.6,7.3,15,9.8,27.3,37,24.2,67.3,34,22.2,46,30.1,14,9.2,3,2
Staten Island,ELL Status,ELL,"2,001",5 year June,171,65,38,17,9.9,26.2,4,2.3,6.2,13,7.6,20,48,28.1,73.8,30,17.5,57,33.3,19,11.1,0,0
Staten Island,ELL Status,ELL,"2,012",6 year June,100,36,36,20,20,55.6,1,1,2.8,19,19,52.8,16,16,44.4,7,7,41,41,9,9,7,7
Staten Island,ELL Status,ELL,"2,011",6 year June,96,38,39.6,18,18.8,47.4,2,2.1,5.3,16,16.7,42.1,20,20.8,52.6,8,8.3,41,42.7,6,6.3,3,3.1
Staten Island,ELL Status,ELL,"2,010",6 year June,97,45,46.4,25,25.8,55.6,2,2.1,4.4,23,23.7,51.1,20,20.6,44.4,6,6.2,42,43.3,4,4.1,0,0
Staten Island,ELL Status,ELL,"2,009",6 year June,108,47,43.5,30,27.8,63.8,3,2.8,6.4,27,25,57.4,17,15.7,36.2,10,9.3,43,39.8,6,5.6,2,1.9
Staten Island,ELL Status,ELL,"2,008",6 year June,155,71,45.8,55,35.5,77.5,4,2.6,5.6,51,32.9,71.8,16,10.3,22.5,16,10.3,58,37.4,9,5.8,1,0.6
Staten Island,ELL Status,ELL,"2,007",6 year June,132,59,44.7,35,26.5,59.3,6,4.5,10.2,29,22,49.2,24,18.2,40.7,6,4.5,59,44.7,3,2.3,5,3.8
Staten Island,ELL Status,ELL,"2,006",6 year June,144,83,57.6,44,30.6,53,11,7.6,13.3,33,22.9,39.8,39,27.1,47,6,4.2,35,24.3,16,11.1,2,1.4
Staten Island,ELL Status,ELL,"2,005",6 year June,180,79,43.9,27,15,34.2,3,1.7,3.8,24,13.3,30.4,52,28.9,65.8,14,7.8,57,31.7,24,13.3,6,3.3
Staten Island,ELL Status,ELL,"2,004",6 year June,143,60,42,17,11.9,28.3,2,1.4,3.3,15,10.5,25,43,30.1,71.7,9,6.3,60,42,10,7,4,2.8
Staten Island,ELL Status,ELL,"2,003",6 year June,195,100,51.3,53,27.2,53,6,3.1,6,47,24.1,47,47,24.1,47,9,4.6,62,31.8,17,8.7,7,3.6
Staten Island,ELL Status,ELL,"2,002",6 year June,153,60,39.2,19,12.4,31.7,4,2.6,6.7,15,9.8,25,42,27.5,70,18,11.8,56,36.6,15,9.8,3,2
Staten Island,ELL Status,ELL,"2,001",6 year June,171,68,39.8,17,9.9,25,4,2.3,5.9,13,7.6,19.1,51,29.8,75,20,11.7,64,37.4,19,11.1,0,0
Staten Island,ELL Status,Ever ELL,"2,014",4 year August,511,422,82.6,368,72,87.2,106,20.7,25.1,262,51.3,62.1,54,10.6,12.8,61,11.9,19,3.7,0,0,9,1.8
Staten Island,ELL Status,Ever ELL,"2,013",4 year August,368,288,78.3,253,68.8,87.8,63,17.1,21.9,190,51.6,66,35,9.5,12.2,49,13.3,17,4.6,7,1.9,7,1.9
Staten Island,ELL Status,Ever ELL,"2,012",4 year August,423,335,79.2,292,69,87.2,85,20.1,25.4,207,48.9,61.8,43,10.2,12.8,65,15.4,15,3.5,4,0.9,4,0.9
Staten Island,ELL Status,Ever ELL,"2,011",4 year August,347,250,72,214,61.7,85.6,67,19.3,26.8,147,42.4,58.8,36,10.4,14.4,77,22.2,16,4.6,2,0.6,2,0.6
Staten Island,ELL Status,Ever ELL,"2,014",4 year June,511,405,79.3,356,69.7,87.9,106,20.7,26.2,250,48.9,61.7,49,9.6,12.1,78,15.3,19,3.7,0,0,9,1.8
Staten Island,ELL Status,Ever ELL,"2,013",4 year June,368,278,75.5,244,66.3,87.8,62,16.8,22.3,182,49.5,65.5,34,9.2,12.2,59,16,17,4.6,7,1.9,7,1.9
Staten Island,ELL Status,Ever ELL,"2,012",4 year June,423,325,76.8,287,67.8,88.3,85,20.1,26.2,202,47.8,62.2,38,9,11.7,75,17.7,15,3.5,4,0.9,4,0.9
Staten Island,ELL Status,Ever ELL,"2,011",4 year June,347,241,69.5,208,59.9,86.3,67,19.3,27.8,141,40.6,58.5,33,9.5,13.7,86,24.8,16,4.6,2,0.6,2,0.6
Staten Island,ELL Status,Ever ELL,"2,013",5 year August,367,306,83.4,263,71.7,85.9,63,17.2,20.6,200,54.5,65.4,43,11.7,14.1,19,5.2,25,6.8,8,2.2,9,2.5
Staten Island,ELL Status,Ever ELL,"2,012",5 year August,298,238,79.9,195,65.4,81.9,46,15.4,19.3,149,50,62.6,43,14.4,18.1,23,7.7,26,8.7,3,1,8,2.7
Staten Island,ELL Status,Ever ELL,"2,013",5 year June,367,304,82.8,263,71.7,86.5,63,17.2,20.7,200,54.5,65.8,41,11.2,13.5,21,5.7,25,6.8,8,2.2,9,2.5
Staten Island,ELL Status,Ever ELL,"2,012",5 year June,298,234,78.5,191,64.1,81.6,46,15.4,19.7,145,48.7,62,43,14.4,18.4,27,9.1,26,8.7,3,1,8,2.7
Staten Island,ELL Status,Ever ELL,"2,012",6 year June,299,244,81.6,196,65.6,80.3,46,15.4,18.9,150,50.2,61.5,48,16.1,19.7,12,4,30,10,5,1.7,8,2.7
Staten Island,ELL Status,Ever ELL,"2,011",6 year June,225,176,78.2,129,57.3,73.3,28,12.4,15.9,101,44.9,57.4,47,20.9,26.7,9,4,32,14.2,5,2.2,3,1.3
Staten Island,ELL Status,Former ELL,"2,014",4 year August,121,103,85.1,79,65.3,76.7,10,8.3,9.7,69,57,67,24,19.8,23.3,14,11.6,3,2.5,0,0,1,0.8
Staten Island,ELL Status,Former ELL,"2,013",4 year August,82,61,74.4,48,58.5,78.7,7,8.5,11.5,41,50,67.2,13,15.9,21.3,13,15.9,6,7.3,0,0,2,2.4
Staten Island,ELL Status,Former ELL,"2,012",4 year August,69,48,69.6,33,47.8,68.8,1,1.4,2.1,32,46.4,66.7,15,21.7,31.3,13,18.8,7,10.1,0,0,1,1.4
Staten Island,ELL Status,Former ELL,"2,011",4 year August,49,28,57.1,22,44.9,78.6,3,6.1,10.7,19,38.8,67.9,6,12.2,21.4,13,26.5,8,16.3,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,010",4 year August,77,56,72.7,43,55.8,76.8,12,15.6,21.4,31,40.3,55.4,13,16.9,23.2,17,22.1,3,3.9,0,0,1,1.3
Staten Island,ELL Status,Former ELL,"2,009",4 year August,52,36,69.2,30,57.7,83.3,5,9.6,13.9,25,48.1,69.4,6,11.5,16.7,11,21.2,5,9.6,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,008",4 year August,42,33,78.6,30,71.4,90.9,7,16.7,21.2,23,54.8,69.7,3,7.1,9.1,5,11.9,3,7.1,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,007",4 year August,57,45,78.9,37,64.9,82.2,9,15.8,20,28,49.1,62.2,8,14,17.8,9,15.8,3,5.3,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,006",4 year August,39,33,84.6,25,64.1,75.8,6,15.4,18.2,19,48.7,57.6,8,20.5,24.2,6,15.4,0,0,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,005",4 year August,41,34,82.9,26,63.4,76.5,9,22,26.5,17,41.5,50,8,19.5,23.5,7,17.1,0,0,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,014",4 year June,121,99,81.8,77,63.6,77.8,10,8.3,10.1,67,55.4,67.7,22,18.2,22.2,18,14.9,3,2.5,0,0,1,0.8
Staten Island,ELL Status,Former ELL,"2,013",4 year June,82,56,68.3,44,53.7,78.6,6,7.3,10.7,38,46.3,67.9,12,14.6,21.4,18,22,6,7.3,0,0,2,2.4
Staten Island,ELL Status,Former ELL,"2,012",4 year June,69,45,65.2,32,46.4,71.1,1,1.4,2.2,31,44.9,68.9,13,18.8,28.9,16,23.2,7,10.1,0,0,1,1.4
Staten Island,ELL Status,Former ELL,"2,011",4 year June,49,28,57.1,22,44.9,78.6,3,6.1,10.7,19,38.8,67.9,6,12.2,21.4,13,26.5,8,16.3,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,010",4 year June,77,53,68.8,41,53.2,77.4,12,15.6,22.6,29,37.7,54.7,12,15.6,22.6,20,26,3,3.9,0,0,1,1.3
Staten Island,ELL Status,Former ELL,"2,009",4 year June,52,33,63.5,28,53.8,84.8,5,9.6,15.2,23,44.2,69.7,5,9.6,15.2,14,26.9,5,9.6,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,008",4 year June,42,30,71.4,28,66.7,93.3,7,16.7,23.3,21,50,70,2,4.8,6.7,8,19,3,7.1,0,0,0,0
